""	"HFe_d5_rep1_RAW"	"HFe_d5_rep2_RAW"	"HFe_d5_rep3_RAW"	"LFe_d5_rep1_RAW"	"LFe_d5_rep2_RAW"	"MFe_d5_rep1_RAW"	"MFe_d5_rep2_RAW"	"HFe_d5_rep1_CPM"	"HFe_d5_rep2_CPM"	"HFe_d5_rep3_CPM"	"LFe_d5_rep1_CPM"	"LFe_d5_rep2_CPM"	"MFe_d5_rep1_CPM"	"MFe_d5_rep2_CPM"	"HFe_d5_rep1_logCPM"	"HFe_d5_rep2_logCPM"	"HFe_d5_rep3_logCPM"	"LFe_d5_rep1_logCPM"	"LFe_d5_rep2_logCPM"	"MFe_d5_rep1_logCPM"	"MFe_d5_rep2_logCPM"
"Tery_1470"	1119	1731	1501	992	1817	1200	998	"   306.89"	"   266.28"	"   275.03"	"   326.83"	"   330.02"	"   214.97"	"   281.32"	" 8.2616"	" 8.0568"	" 8.1035"	" 8.3524"	" 8.3664"	" 7.7481"	" 8.1361"
"Tery_1471"	247	569	498	251	465	424	338	"    67.74"	"    87.53"	"    91.25"	"    82.70"	"    84.46"	"    75.96"	"    95.28"	" 6.0821"	" 6.4518"	" 6.5119"	" 6.3699"	" 6.4003"	" 6.2473"	" 6.5742"
"Tery_1472"	60	69	59	40	65	72	29	"    16.46"	"    10.61"	"    10.81"	"    13.18"	"    11.81"	"    12.90"	"     8.17"	" 4.0413"	" 3.4093"	" 3.4357"	" 3.7212"	" 3.5626"	" 3.6902"	" 3.0329"
"Tery_1473"	232	255	494	170	286	199	291	"    63.63"	"    39.23"	"    90.52"	"    56.01"	"    51.95"	"    35.65"	"    82.03"	" 5.9918"	" 5.2941"	" 6.5003"	" 5.8079"	" 5.6992"	" 5.1562"	" 6.3582"
"Tery_1475"	109	234	191	72	154	154	93	"    29.89"	"    36.00"	"    35.00"	"    23.72"	"    27.97"	"    27.59"	"    26.22"	" 4.9022"	" 5.1702"	" 5.1296"	" 4.5687"	" 4.8064"	" 4.7865"	" 4.7129"
"Tery_1476"	206	377	315	206	288	363	167	"    56.50"	"    57.99"	"    57.72"	"    67.87"	"    52.31"	"    65.03"	"    47.07"	" 5.8203"	" 5.8581"	" 5.8512"	" 6.0849"	" 5.7093"	" 6.0232"	" 5.5572"
"Tery_1479"	1920	2872	2248	1380	2179	2135	1385	"   526.56"	"   441.80"	"   411.91"	"   454.67"	"   395.77"	"   382.47"	"   390.41"	" 9.0405"	" 8.7873"	" 8.6862"	" 8.8287"	" 8.6285"	" 8.5792"	" 8.6089"
"Tery_1480"	317	668	445	285	551	487	301	"    86.94"	"   102.76"	"    81.54"	"    93.90"	"   100.08"	"    87.24"	"    84.85"	" 6.4421"	" 6.6832"	" 6.3496"	" 6.5532"	" 6.6451"	" 6.4471"	" 6.4070"
"Tery_1481"	705	1112	879	498	849	987	510	"   193.35"	"   171.06"	"   161.06"	"   164.07"	"   154.20"	"   176.81"	"   143.76"	" 7.5951"	" 7.4184"	" 7.3316"	" 7.3583"	" 7.2688"	" 7.4662"	" 7.1676"
"Tery_1482"	37	87	83	28	94	64	51	"    10.15"	"    13.38"	"    15.21"	"     9.23"	"    17.07"	"    11.47"	"    14.38"	" 3.3444"	" 3.7434"	" 3.9277"	" 3.2071"	" 4.0945"	" 3.5204"	" 3.8466"
"Tery_1485"	593	818	617	324	553	854	395	"   162.63"	"   125.83"	"   113.05"	"   106.75"	"   100.44"	"   152.99"	"   111.34"	" 7.3455"	" 6.9755"	" 6.8210"	" 6.7382"	" 6.6503"	" 7.2574"	" 6.7990"
"Tery_1486"	485	1101	888	356	653	1032	531	"   133.01"	"   169.37"	"   162.71"	"   117.29"	"   118.60"	"   184.87"	"   149.68"	" 7.0555"	" 7.4041"	" 7.3462"	" 6.8741"	" 6.8901"	" 7.5305"	" 7.2258"
"Tery_1487"	582	1026	879	427	749	957	549	"   159.61"	"   157.83"	"   161.06"	"   140.68"	"   136.04"	"   171.44"	"   154.76"	" 7.3185"	" 7.3023"	" 7.3316"	" 7.1364"	" 7.0880"	" 7.4216"	" 7.2739"
"Tery_1488"	363	698	493	265	477	622	303	"    99.55"	"   107.37"	"    90.33"	"    87.31"	"    86.64"	"   111.43"	"    85.41"	" 6.6375"	" 6.7466"	" 6.4973"	" 6.4482"	" 6.4371"	" 6.8001"	" 6.4165"
"Tery_1489"	155	362	293	156	250	339	204	"    42.51"	"    55.69"	"    53.69"	"    51.40"	"    45.41"	"    60.73"	"    57.50"	" 5.4100"	" 5.7995"	" 5.7468"	" 5.6839"	" 5.5052"	" 5.9245"	" 5.8459"
"Tery_1490"	264	475	322	205	441	312	209	"    72.40"	"    73.07"	"    59.00"	"    67.54"	"    80.10"	"    55.89"	"    58.91"	" 6.1782"	" 6.1914"	" 5.8829"	" 6.0779"	" 6.3239"	" 5.8048"	" 5.8808"
"Tery_1492"	1672	2311	2213	1368	2225	2017	1327	"   458.55"	"   355.50"	"   405.49"	"   450.71"	"   404.12"	"   361.33"	"   374.06"	" 8.8410"	" 8.4737"	" 8.6636"	" 8.8161"	" 8.6587"	" 8.4972"	" 8.5472"
"Tery_1493"	28	53	56	17	36	33	31	"     7.68"	"     8.15"	"    10.26"	"     5.60"	"     6.54"	"     5.91"	"     8.74"	" 2.9428"	" 3.0291"	" 3.3605"	" 2.4882"	" 2.7112"	" 2.5660"	" 3.1290"
"Tery_1494"	26	54	39	28	51	24	25	"     7.13"	"     8.31"	"     7.15"	"     9.23"	"     9.26"	"     4.30"	"     7.05"	" 2.8360"	" 3.0560"	" 2.8392"	" 3.2071"	" 3.2130"	" 2.1075"	" 2.8191"
"Tery_1495"	128	236	203	94	194	189	121	"    35.10"	"    36.30"	"    37.20"	"    30.97"	"    35.24"	"    33.86"	"    34.11"	" 5.1340"	" 5.1824"	" 5.2175"	" 4.9533"	" 5.1394"	" 5.0818"	" 5.0925"
"Tery_1496"	1285	1750	1357	1092	1591	1931	863	"   352.41"	"   269.20"	"   248.65"	"   359.78"	"   288.97"	"   345.92"	"   243.27"	" 8.4612"	" 8.0726"	" 7.9580"	" 8.4910"	" 8.1748"	" 8.4343"	" 7.9265"
"Tery_1497"	1707	2406	1687	1545	1944	2730	1136	"   468.14"	"   370.11"	"   309.11"	"   509.03"	"   353.08"	"   489.05"	"   320.22"	" 8.8708"	" 8.5319"	" 8.2720"	" 8.9916"	" 8.4639"	" 8.9339"	" 8.3230"
"Tery_1499"	1045	2020	1687	791	1289	1787	1017	"   286.59"	"   310.73"	"   309.11"	"   260.61"	"   234.12"	"   320.12"	"   286.68"	" 8.1629"	" 8.2796"	" 8.2720"	" 8.0258"	" 7.8712"	" 8.3225"	" 8.1633"
"Tery_1500"	179	235	228	141	171	163	124	"    49.09"	"    36.15"	"    41.78"	"    46.45"	"    31.06"	"    29.20"	"    34.95"	" 5.6177"	" 5.1763"	" 5.3850"	" 5.5381"	" 4.9574"	" 4.8684"	" 5.1278"
"Tery_1501"	184	497	396	133	313	277	227	"    50.46"	"    76.45"	"    72.56"	"    43.82"	"    56.85"	"    49.62"	"    63.99"	" 5.6574"	" 6.2567"	" 6.1813"	" 5.4538"	" 5.8293"	" 5.6332"	" 6.0000"
"Tery_1502"	623	1262	1239	518	1131	759	712	"   170.86"	"   194.13"	"   227.02"	"   170.66"	"   205.42"	"   135.97"	"   200.70"	" 7.4167"	" 7.6010"	" 7.8268"	" 7.4151"	" 7.6825"	" 7.0872"	" 7.6490"
"Tery_1503"	139	189	188	73	152	134	108	"    38.12"	"    29.07"	"    34.45"	"    24.05"	"    27.61"	"    24.00"	"    30.44"	" 5.2529"	" 4.8621"	" 5.1068"	" 4.5886"	" 4.7875"	" 4.5859"	" 4.9285"
"Tery_1504"	357	743	617	317	499	751	327	"    97.91"	"   114.29"	"   113.05"	"   104.44"	"    90.63"	"   134.53"	"    92.18"	" 6.6135"	" 6.8367"	" 6.8210"	" 6.7067"	" 6.5021"	" 7.0719"	" 6.5265"
"Tery_1505"	290	474	390	271	489	300	288	"    79.53"	"    72.91"	"    71.46"	"    89.29"	"    88.82"	"    53.74"	"    81.18"	" 6.3137"	" 6.1883"	" 6.1593"	" 6.4805"	" 6.4729"	" 5.7483"	" 6.3433"
"Tery_1506"	426	725	631	312	645	383	353	"   116.83"	"   111.53"	"   115.62"	"   102.79"	"   117.15"	"    68.61"	"    99.51"	" 6.8684"	" 6.8014"	" 6.8534"	" 6.6838"	" 6.8723"	" 6.1006"	" 6.6369"
"Tery_1507"	781	1389	1087	581	1060	1002	694	"   214.19"	"   213.67"	"   199.17"	"   191.42"	"   192.53"	"   179.50"	"   195.63"	" 7.7428"	" 7.7393"	" 7.6380"	" 7.5807"	" 7.5890"	" 7.4879"	" 7.6120"
"Tery_1508"	134	291	257	104	232	104	135	"    36.75"	"    44.76"	"    47.09"	"    34.26"	"    42.14"	"    18.63"	"    38.05"	" 5.2000"	" 5.4846"	" 5.5577"	" 5.0991"	" 5.3974"	" 4.2204"	" 5.2504"
"Tery_1509"	104	205	178	69	183	82	78	"    28.52"	"    31.53"	"    32.62"	"    22.73"	"    33.24"	"    14.69"	"    21.99"	" 4.8345"	" 4.9793"	" 5.0279"	" 4.5074"	" 5.0552"	" 3.8777"	" 4.4592"
"Tery_1511"	2887	4575	4346	2014	3256	3601	2371	"   791.76"	"   703.77"	"   796.33"	"   663.55"	"   591.38"	"   645.09"	"   668.35"	" 9.6289"	" 9.4590"	" 9.6372"	" 9.3741"	" 9.2080"	" 9.3334"	" 9.3845"
"Tery_1512"	743	1091	851	606	971	939	621	"   203.77"	"   167.83"	"   155.93"	"   199.66"	"   176.36"	"   168.21"	"   175.05"	" 7.6709"	" 7.3909"	" 7.2849"	" 7.6415"	" 7.4625"	" 7.3942"	" 7.4517"
"Tery_1513"	323	710	595	230	570	565	464	"    88.58"	"   109.22"	"   109.02"	"    75.78"	"   103.53"	"   101.21"	"   130.79"	" 6.4691"	" 6.7712"	" 6.7686"	" 6.2439"	" 6.6940"	" 6.6614"	" 7.0313"
"Tery_1514"	881	1584	1399	602	959	1546	859	"   241.61"	"   243.67"	"   256.34"	"   198.34"	"   174.18"	"   276.95"	"   242.14"	" 7.9166"	" 7.9288"	" 8.0020"	" 7.6319"	" 7.4445"	" 8.1135"	" 7.9198"
"Tery_1515"	198	372	257	173	316	278	181	"    54.30"	"    57.22"	"    47.09"	"    57.00"	"    57.39"	"    49.80"	"    51.02"	" 5.7632"	" 5.8388"	" 5.5577"	" 5.8331"	" 5.8431"	" 5.6384"	" 5.6733"
"Tery_1516"	138	216	184	108	162	211	112	"    37.85"	"    33.23"	"    33.71"	"    35.58"	"    29.42"	"    37.80"	"    31.57"	" 5.2425"	" 5.0547"	" 5.0757"	" 5.1535"	" 4.8794"	" 5.2406"	" 4.9810"
"Tery_1518"	858	1366	1129	566	813	1186	587	"   235.31"	"   210.13"	"   206.87"	"   186.48"	"   147.66"	"   212.46"	"   165.47"	" 7.8785"	" 7.7152"	" 7.6926"	" 7.5429"	" 7.2063"	" 7.7311"	" 7.3705"
"Tery_1519"	2624	5700	4336	1833	3954	4420	2930	"   719.63"	"   876.83"	"   794.49"	"   603.91"	"   718.16"	"   791.80"	"   825.92"	" 9.4911"	" 9.7762"	" 9.6339"	" 9.2382"	" 9.4882"	" 9.6290"	" 9.6899"
"Tery_1520"	403	728	667	333	616	467	353	"   110.52"	"   111.99"	"   122.22"	"   109.71"	"   111.88"	"    83.66"	"    99.51"	" 6.7883"	" 6.8073"	" 6.9334"	" 6.7777"	" 6.8060"	" 6.3866"	" 6.6369"
"Tery_1521"	234	370	349	178	352	223	158	"    64.17"	"    56.92"	"    63.95"	"    58.65"	"    63.93"	"    39.95"	"    44.54"	" 6.0042"	" 5.8310"	" 5.9991"	" 5.8742"	" 5.9987"	" 5.3204"	" 5.4773"
"Tery_1522"	1518	2997	2051	1365	2637	1628	1285	"   416.31"	"   461.03"	"   375.81"	"   449.72"	"   478.95"	"   291.64"	"   362.22"	" 8.7016"	" 8.8487"	" 8.5539"	" 8.8129"	" 8.9038"	" 8.1881"	" 8.5008"
"Tery_1523"	1035	1957	1540	796	1259	1925	943	"   283.85"	"   301.04"	"   282.18"	"   262.26"	"   228.67"	"   344.85"	"   265.82"	" 8.1490"	" 8.2339"	" 8.1405"	" 8.0349"	" 7.8372"	" 8.4299"	" 8.0544"
"Tery_1525"	1174	1867	1647	889	1408	1611	1107	"   321.97"	"   287.20"	"   301.78"	"   292.90"	"   255.73"	"   288.60"	"   312.05"	" 8.3308"	" 8.1660"	" 8.2374"	" 8.1943"	" 7.9985"	" 8.1730"	" 8.2857"
"Tery_1527"	27	62	53	14	36	29	23	"     7.40"	"     9.54"	"     9.71"	"     4.61"	"     6.54"	"     5.20"	"     6.48"	" 2.8904"	" 3.2551"	" 3.2811"	" 2.2087"	" 2.7112"	" 2.3799"	" 2.6990"
"Tery_1528"	11	10	8	8	9	3	4	"     3.02"	"     1.54"	"     1.47"	"     2.64"	"     1.63"	"     0.54"	"     1.13"	" 1.5978"	" 0.6307"	" 0.5616"	" 1.4037"	" 0.7178"	"-0.8693"	" 0.1859"
"Tery_1530"	3365	6731	4257	1185	1826	5084	2485	"   922.85"	"  1035.42"	"   780.02"	"   390.42"	"   331.65"	"   910.75"	"   700.49"	" 9.8500"	"10.0160"	" 9.6074"	" 8.6089"	" 8.3736"	" 9.8309"	" 9.4522"
"Tery_1531"	2316	5491	4008	1107	2061	3053	2332	"   635.16"	"   844.67"	"   734.39"	"   364.72"	"   374.34"	"   546.92"	"   657.36"	" 9.3110"	" 9.7223"	" 9.5204"	" 8.5107"	" 8.5482"	" 9.0952"	" 9.3606"
"Tery_1532"	2873	5620	4943	1239	1946	3756	2614	"   787.92"	"   864.52"	"   905.72"	"   408.21"	"   353.45"	"   672.85"	"   736.85"	" 9.6219"	" 9.7558"	" 9.8229"	" 8.6732"	" 8.4654"	" 9.3942"	" 9.5252"
"Tery_1533"	486	763	676	539	691	659	505	"   133.29"	"   117.37"	"   123.86"	"   177.58"	"   125.50"	"   118.05"	"   142.35"	" 7.0585"	" 6.8751"	" 6.9527"	" 7.4724"	" 6.9717"	" 6.8834"	" 7.1534"
"Tery_1534"	875	1381	1042	735	1302	1064	639	"   239.97"	"   212.44"	"   190.93"	"   242.16"	"   236.48"	"   190.61"	"   180.12"	" 7.9068"	" 7.7310"	" 7.5770"	" 7.9199"	" 7.8856"	" 7.5745"	" 7.4929"
"Tery_1535"	85	125	120	53	133	91	89	"    23.31"	"    19.23"	"    21.99"	"    17.46"	"    24.16"	"    16.30"	"    25.09"	" 4.5436"	" 4.2659"	" 4.4593"	" 4.1270"	" 4.5949"	" 4.0278"	" 4.6495"
"Tery_1536"	80	134	95	85	117	132	61	"    21.94"	"    20.61"	"    17.41"	"    28.00"	"    21.25"	"    23.65"	"    17.20"	" 4.4561"	" 4.3662"	" 4.1224"	" 4.8081"	" 4.4101"	" 4.5642"	" 4.1048"
"Tery_1537"	471	772	482	340	592	825	343	"   129.17"	"   118.76"	"    88.32"	"   112.02"	"   107.52"	"   147.79"	"    96.69"	" 7.0133"	" 6.8920"	" 6.4648"	" 6.8077"	" 6.7486"	" 7.2075"	" 6.5954"
"Tery_1538"	35	50	50	25	55	24	35	"     9.60"	"     7.69"	"     9.16"	"     8.24"	"     9.99"	"     4.30"	"     9.87"	" 3.2643"	" 2.9451"	" 3.1972"	" 3.0438"	" 3.3219"	" 2.1075"	" 3.3039"
"Tery_1539"	57	96	77	46	91	106	50	"    15.63"	"    14.77"	"    14.11"	"    15.16"	"    16.53"	"    18.99"	"    14.09"	" 3.9674"	" 3.8853"	" 3.8196"	" 3.9227"	" 4.0477"	" 4.2478"	" 3.8181"
"Tery_1540"	339	500	351	323	478	527	200	"    92.97"	"    76.91"	"    64.31"	"   106.42"	"    86.82"	"    94.41"	"    56.38"	" 6.5389"	" 6.2654"	" 6.0073"	" 6.7337"	" 6.4401"	" 6.5610"	" 5.8173"
"Tery_1541"	1189	2725	2040	1079	1714	2789	1515	"   326.08"	"   419.18"	"   373.79"	"   355.50"	"   311.31"	"   499.62"	"   427.06"	" 8.3491"	" 8.7115"	" 8.5461"	" 8.4737"	" 8.2823"	" 8.9647"	" 8.7383"
"Tery_1543"	241	374	309	113	217	346	191	"    66.09"	"    57.53"	"    56.62"	"    37.23"	"    39.41"	"    61.98"	"    53.84"	" 6.0467"	" 5.8465"	" 5.8235"	" 5.2188"	" 5.3010"	" 5.9540"	" 5.7509"
"Tery_1544"	158	288	167	97	203	220	125	"    43.33"	"    44.30"	"    30.60"	"    31.96"	"    36.87"	"    39.41"	"    35.24"	" 5.4377"	" 5.4696"	" 4.9359"	" 4.9986"	" 5.2048"	" 5.3009"	" 5.1394"
"Tery_1545"	43	83	73	53	89	109	41	"    11.79"	"    12.77"	"    13.38"	"    17.46"	"    16.16"	"    19.53"	"    11.56"	" 3.5611"	" 3.6756"	" 3.7426"	" 4.1270"	" 4.0157"	" 4.2881"	" 3.5320"
"Tery_1546"	224	339	315	208	296	354	200	"    61.43"	"    52.15"	"    57.72"	"    68.53"	"    53.76"	"    63.42"	"    56.38"	" 5.9412"	" 5.7048"	" 5.8512"	" 6.0989"	" 5.7488"	" 5.9870"	" 5.8173"
"Tery_1547"	299	654	346	348	586	633	225	"    82.00"	"   100.60"	"    63.40"	"   114.65"	"   106.43"	"   113.40"	"    63.42"	" 6.3577"	" 6.6527"	" 5.9866"	" 6.8413"	" 6.7340"	" 6.8254"	" 5.9872"
"Tery_1548"	169	271	217	195	217	397	175	"    46.35"	"    41.69"	"    39.76"	"    64.25"	"    39.41"	"    71.12"	"    49.33"	" 5.5348"	" 5.3819"	" 5.3137"	" 6.0058"	" 5.3010"	" 6.1524"	" 5.6247"
"Tery_1549"	5	15	8	10	9	8	12	"     1.37"	"     2.31"	"     1.47"	"     3.29"	"     1.63"	"     1.43"	"     3.38"	" 0.4660"	" 1.2125"	" 0.5616"	" 1.7245"	" 0.7178"	" 0.5292"	" 1.7624"
"Tery_1550"	807	979	830	838	821	1433	552	"   221.32"	"   150.60"	"   152.08"	"   276.09"	"   149.12"	"   256.71"	"   155.60"	" 7.7901"	" 7.2347"	" 7.2488"	" 8.1091"	" 7.2204"	" 8.0040"	" 7.2818"
"Tery_1551"	700	1029	925	626	1371	769	668	"   191.98"	"   158.29"	"   169.49"	"   206.25"	"   249.01"	"   137.76"	"   188.30"	" 7.5848"	" 7.3065"	" 7.4051"	" 7.6883"	" 7.9601"	" 7.1061"	" 7.5570"
"Tery_1552"	123	308	244	83	205	208	107	"    33.73"	"    47.38"	"    44.71"	"    27.35"	"    37.23"	"    37.26"	"    30.16"	" 5.0765"	" 5.5665"	" 5.4828"	" 4.7738"	" 5.2189"	" 5.2200"	" 4.9151"
"Tery_1553"	138	310	226	113	251	220	157	"    37.85"	"    47.69"	"    41.41"	"    37.23"	"    45.59"	"    39.41"	"    44.26"	" 5.2425"	" 5.5758"	" 5.3723"	" 5.2188"	" 5.5109"	" 5.3009"	" 5.4681"
"Tery_1554"	41	96	114	11	47	68	53	"    11.24"	"    14.77"	"    20.89"	"     3.62"	"     8.54"	"    12.18"	"    14.94"	" 3.4924"	" 3.8853"	" 4.3853"	" 1.8616"	" 3.0953"	" 3.6078"	" 3.9021"
"Tery_1555"	134	173	164	102	165	139	124	"    36.75"	"    26.61"	"    30.05"	"    33.61"	"    29.97"	"    24.90"	"    34.95"	" 5.2000"	" 4.7346"	" 4.9098"	" 5.0711"	" 4.9059"	" 4.6387"	" 5.1278"
"Tery_1556"	189	232	177	145	252	226	141	"    51.83"	"    35.69"	"    32.43"	"    47.77"	"    45.77"	"    40.49"	"    39.75"	" 5.6961"	" 5.1578"	" 5.0198"	" 5.5784"	" 5.5167"	" 5.3397"	" 5.3131"
"Tery_1557"	285	483	394	235	460	339	253	"    78.16"	"    74.30"	"    72.19"	"    77.42"	"    83.55"	"    60.73"	"    71.32"	" 6.2886"	" 6.2155"	" 6.1740"	" 6.2749"	" 6.3847"	" 5.9245"	" 6.1564"
"Tery_1558"	1011	1429	1178	767	1344	1067	695	"   277.27"	"   219.82"	"   215.85"	"   252.70"	"   244.11"	"   191.14"	"   195.91"	" 8.1152"	" 7.7803"	" 7.7539"	" 7.9813"	" 7.9314"	" 7.5786"	" 7.6141"
"Tery_1559"	127	192	171	85	151	132	89	"    34.83"	"    29.54"	"    31.33"	"    28.00"	"    27.43"	"    23.65"	"    25.09"	" 5.1227"	" 4.8849"	" 4.9701"	" 4.8081"	" 4.7780"	" 4.5642"	" 4.6495"
"Tery_1560"	267	301	218	318	298	390	171	"    73.22"	"    46.30"	"    39.94"	"   104.77"	"    54.13"	"    69.86"	"    48.20"	" 6.1945"	" 5.5333"	" 5.3203"	" 6.7112"	" 5.7585"	" 6.1267"	" 5.5913"
"Tery_1561"	112	226	158	137	228	193	125	"    30.72"	"    34.77"	"    28.95"	"    45.14"	"    41.41"	"    34.57"	"    35.24"	" 4.9414"	" 5.1200"	" 4.8560"	" 5.4966"	" 5.3723"	" 5.1120"	" 5.1394"
"Tery_1562"	195	201	137	133	155	306	120	"    53.48"	"    30.92"	"    25.10"	"    43.82"	"    28.15"	"    54.82"	"    33.83"	" 5.7412"	" 4.9509"	" 4.6504"	" 5.4538"	" 4.8157"	" 5.7768"	" 5.0805"
"Tery_1563"	8	23	10	12	8	8	10	"     2.19"	"     3.54"	"     1.83"	"     3.95"	"     1.45"	"     1.43"	"     2.82"	" 1.1401"	" 1.8270"	" 0.8815"	" 1.9868"	" 0.5490"	" 0.5292"	" 1.5002"
"Tery_1564"	29	42	30	20	40	40	31	"     7.95"	"     6.46"	"     5.50"	"     6.59"	"     7.27"	"     7.17"	"     8.74"	" 2.9934"	" 2.6939"	" 2.4613"	" 2.7223"	" 2.8630"	" 2.8431"	" 3.1290"
"Tery_1565"	29	55	48	27	51	33	31	"     7.95"	"     8.46"	"     8.80"	"     8.90"	"     9.26"	"     5.91"	"     8.74"	" 2.9934"	" 3.0825"	" 3.1383"	" 3.1547"	" 3.2130"	" 2.5660"	" 3.1290"
"Tery_1566"	350	981	664	188	410	490	466	"    95.99"	"   150.91"	"   121.67"	"    61.94"	"    74.47"	"    87.78"	"   131.36"	" 6.5849"	" 7.2376"	" 6.9269"	" 5.9530"	" 6.2187"	" 6.4560"	" 7.0375"
"Tery_1567"	960	1930	1405	377	733	1036	724	"   263.28"	"   296.89"	"   257.44"	"   124.21"	"   133.13"	"   185.59"	"   204.09"	" 8.0405"	" 8.2138"	" 8.0082"	" 6.9567"	" 7.0568"	" 7.5361"	" 7.6731"
"Tery_1568"	101	125	117	86	110	151	79	"    27.70"	"    19.23"	"    21.44"	"    28.33"	"    19.98"	"    27.05"	"    22.27"	" 4.7923"	" 4.2659"	" 4.4228"	" 4.8250"	" 4.3211"	" 4.7581"	" 4.4776"
"Tery_1569"	47	115	79	40	74	119	57	"    12.89"	"    17.69"	"    14.48"	"    13.18"	"    13.44"	"    21.32"	"    16.07"	" 3.6893"	" 4.1457"	" 3.8565"	" 3.7212"	" 3.7496"	" 4.4147"	" 4.0070"
"Tery_1570"	45	60	28	26	46	51	18	"    12.34"	"     9.23"	"     5.13"	"     8.57"	"     8.35"	"     9.14"	"     5.07"	" 3.6266"	" 3.2079"	" 2.3619"	" 3.1003"	" 3.0643"	" 3.1932"	" 2.3459"
"Tery_1571"	81	135	116	67	125	118	85	"    22.21"	"    20.77"	"    21.25"	"    22.07"	"    22.70"	"    21.14"	"    23.96"	" 4.4741"	" 4.3769"	" 4.4104"	" 4.4650"	" 4.5055"	" 4.4025"	" 4.5832"
"Tery_1572"	363	629	715	270	726	485	449	"    99.55"	"    96.76"	"   131.01"	"    88.96"	"   131.86"	"    86.88"	"   126.57"	" 6.6375"	" 6.5965"	" 7.0337"	" 6.4752"	" 7.0430"	" 6.4412"	" 6.9839"
"Tery_1573"	350	672	589	296	695	524	264	"    95.99"	"   103.37"	"   107.92"	"    97.52"	"   126.23"	"    93.87"	"    74.42"	" 6.5849"	" 6.6919"	" 6.7540"	" 6.6078"	" 6.9800"	" 6.5527"	" 6.2178"
"Tery_1574"	125	245	144	145	176	301	105	"    34.28"	"    37.69"	"    26.39"	"    47.77"	"    31.97"	"    53.92"	"    29.60"	" 5.0998"	" 5.2364"	" 4.7222"	" 5.5784"	" 4.9989"	" 5.7531"	" 4.8879"
"Tery_1575"	843	1219	1380	708	2250	1302	969	"   231.19"	"   187.52"	"   252.86"	"   233.26"	"   408.66"	"   233.24"	"   273.15"	" 7.8530"	" 7.5510"	" 7.9823"	" 7.8659"	" 8.6748"	" 7.8657"	" 8.0936"
"Tery_1576"	1189	2055	1466	1043	2081	1541	1172	"   326.08"	"   316.12"	"   268.62"	"   343.63"	"   377.97"	"   276.06"	"   330.37"	" 8.3491"	" 8.3044"	" 8.0695"	" 8.4248"	" 8.5622"	" 8.1089"	" 8.3680"
"Tery_1577"	1236	2185	1664	950	1746	2332	1130	"   338.97"	"   336.12"	"   304.90"	"   312.99"	"   317.12"	"   417.76"	"   318.53"	" 8.4051"	" 8.3929"	" 8.2522"	" 8.2900"	" 8.3089"	" 8.7066"	" 8.3153"
"Tery_1578"	1514	2703	2399	1147	2103	2288	1262	"   415.21"	"   415.80"	"   439.57"	"   377.90"	"   381.96"	"   409.87"	"   355.74"	" 8.6977"	" 8.6998"	" 8.7800"	" 8.5619"	" 8.5773"	" 8.6791"	" 8.4747"
"Tery_1579"	2102	3958	3594	1305	2803	2341	1796	"   576.47"	"   608.86"	"   658.54"	"   429.96"	"   509.10"	"   419.37"	"   506.27"	" 9.1711"	" 9.2500"	" 9.3631"	" 8.7481"	" 8.9918"	" 8.7121"	" 8.9838"
